,title,domestic_gross,foreign_gross,total_gross
1266,Diana,335000.0,21400000.0,21735000.0
1267,The Great Beauty,2900000.0,18500000.0,21400000.0
1269,The Sapphires,2500000.0,18000000.0,20500000.0
1271,The Company You Keep,5100000.0,14500000.0,19600000.0
1272,The Bling Ring,5800000.0,13300000.0,19100000.0
1274,Dead Man Down,10900000.0,7200000.0,18100000.0
1276,Fruitvale Station,16100000.0,1300000.0,17400000.0
1277,Battle of the Year,8900000.0,7700000.0,16600000.0
1278,Out of the Furnace,11300000.0,4300000.0,15600000.0
1279,Billy and Buddy,900.0,15200000.0,15200900.0
1281,Machete Kills,8000000.0,7000000.0,15000000.0
1282,Journey to the South Pacific,7600000.0,6500000.0,14100000.0
1283,Paranoia,7400000.0,6400000.0,13800000.0
1284,All Is Lost,6300000.0,7400000.0,13700000.0
1285,Puella Magi Madoka Magica the Movie: Rebellion,376000.0,12600000.0,12976000.0
1286,Stoker,1700000.0,10400000.0,12100000.0
1287,In the House,390000.0,11500000.0,11890000.0
1288,I'm So Excited,1400000.0,10400000.0,11800000.0
1289,Haute Cuisine,218000.0,11200000.0,11418000.0
1290,Before Midnight,8100000.0,3100000.0,11200000.0
1291,Only God Forgives,779000.0,9900000.0,10679000.0
1292,The Past,1300000.0,9300000.0,10600000.0
1293,Love is All You Need,1600000.0,8400000.0,10000000.0
1295,Tyler Perry Presents Peeples,9200000.0,130000.0,9330000.0
1296,Jerusalem,8000000.0,1300000.0,9300000.0
1297,The Fifth Estate,3300000.0,5300000.0,8600000.0
1298,Upside Down,105000.0,8000000.0,8105000.0
1299,Metallica Through the Never,3400000.0,4600000.0,8000000.0
1300,Pulling Strings,5800000.0,2000000.0,7800000.0
1301,Black Nativity,7000000.0,436000.0,7436000.0
1302,Blue Is the Warmest Color,2200000.0,5200000.0,7400000.0
1303,Unfinished Song,1700000.0,5300000.0,7000000.0
1304,The Angels' Share,347000.0,6700000.0,7047000.0
1306,The Sweeney,26700.0,6300000.0,6326700.0
1310,Populaire,179000.0,5300000.0,5479000.0
1311,Broken Circle Breakdown,175000.0,5300000.0,5475000.0
1312,Fists of Legend,134000.0,5300000.0,5434000.0
1315,Oldboy (2013),2200000.0,2700000.0,4900000.0
1316,Commitment,76500.0,4500000.0,4576500.0
1317,White Elephant,8900.0,4400000.0,4408900.0
1320,You Will Be My Son,285000.0,3600000.0,3885000.0
1322,Pieta,22100.0,3600000.0,3622100.0
1323,Mental,17700.0,3600000.0,3617700.0
1324,The To-Do List,3500000.0,74600.0,3574600.0
1325,Mr. Nobody,3600.0,3500000.0,3503600.0
1330,Capital,102000.0,2400000.0,2502000.0
1331,The East,2300000.0,99700.0,2399700.0
1336,Reality (2013),72600.0,2200000.0,2272600.0
1339,The Sorcerer and the White Snake,18800.0,2100000.0,2118800.0
1344,Starbuck (U.S. only),340000.0,1300000.0,1640000.0
1346,Therese,102000.0,1500000.0,1602000.0
1348,Lovelace,357000.0,1200000.0,1557000.0
1355,Violeta Went to Heaven,21500.0,1200000.0,1221500.0
1358,The Wall (2013),38700.0,1100000.0,1138700.0
1362,Ain't Them Bodies Saints,397000.0,635000.0,1032000.0
1370,The Monk,13500.0,794000.0,807500.0
1374,Salinger,584000.0,67000.0,651000.0
1381,You Ain't Seen Nothin' Yet,18900.0,488000.0,506900.0
1385,Shadow Dancer,101000.0,319000.0,420000.0
1390,Tai Chi Hero,35100.0,347000.0,382100.0
1395,A Bottle in the Gaza Sea,5900.0,306000.0,311900.0
1400,The Silence,100000.0,132000.0,232000.0
1477,Transformers: Age of Extinction,245400000.0,858600000.0,1104000000.0
1478,The Hobbit: The Battle of the Five Armies,255100000.0,700900000.0,956000000.0
1479,Guardians of the Galaxy,333200000.0,440200000.0,773400000.0
1480,Maleficent,241400000.0,517100000.0,758500000.0
1481,The Hunger Games: Mockingjay - Part 1,337100000.0,418200000.0,755300000.0
1482,X-Men: Days of Future Past,233900000.0,513900000.0,747800000.0
1483,Captain America: The Winter Soldier,259800000.0,454500000.0,714300000.0
1484,Dawn of the Planet of the Apes,208500000.0,502100000.0,710600000.0
1485,The Amazing Spider-Man 2,202900000.0,506100000.0,709000000.0
1486,Interstellar,188000000.0,489400000.0,677400000.0
1487,Big Hero 6,222500000.0,435300000.0,657800000.0
1488,How to Train Your Dragon 2,177000000.0,444500000.0,621500000.0
1489,American Sniper,350100000.0,197300000.0,547400000.0
1490,Godzilla (2014),200700000.0,328400000.0,529100000.0
1491,Rio 2,131500000.0,368600000.0,500100000.0
1492,Teenage Mutant Ninja Turtles (2014),191200000.0,302100000.0,493300000.0
1493,The LEGO Movie,257800000.0,211400000.0,469200000.0
1494,Lucy,126700000.0,336700000.0,463400000.0
1495,Penguins of Madagascar,83400000.0,289700000.0,373100000.0
1496,Edge of Tomorrow,100200000.0,270300000.0,370500000.0
1497,Gone Girl,167800000.0,201600000.0,369400000.0
1498,Night at the Museum: Secret of the Tomb,113700000.0,249500000.0,363200000.0
1499,Noah,101200000.0,261399999.0,362599999.0
1500,The Maze Runner,102400000.0,245900000.0,348300000.0
1501,300: Rise of An Empire,106600000.0,231000000.0,337600000.0
1502,22 Jump Street,191700000.0,139600000.0,331300000.0
1503,The Fault in our Stars,124900000.0,182300000.0,307200000.0
1504,Divergent,150900000.0,137900000.0,288800000.0
1505,Mr. Peabody & Sherman,111500000.0,164200000.0,275700000.0
1506,Neighbors,150200000.0,120500000.0,270700000.0
1507,Exodus: Gods and Kings,65000000.0,203200000.0,268200000.0
1508,Annabelle,84300000.0,172800000.0,257100000.0
1509,Hercules (2014),72700000.0,172100000.0,244800000.0
1510,RoboCop (2014),58600000.0,184100000.0,242700000.0
1511,The Imitation Game,91100000.0,142400000.0,233500000.0
1512,Non-Stop,92200000.0,130600000.0,222800000.0
1513,Dracula Untold,56300000.0,160800000.0,217100000.0
1514,The Expendables 3,39300000.0,175300000.0,214600000.0
1515,Into the Woods,128000000.0,85100000.0,213100000.0
1516,Fury (2014),85800000.0,126000000.0,211800000.0
1517,Journey to the West,18100.0,205600000.0,205618100.0
1518,Need for Speed,43600000.0,159700000.0,203300000.0
1519,The Other Woman (2014),83900000.0,112800000.0,196700000.0
1520,The Equalizer,101500000.0,90800000.0,192300000.0
1521,Breakup Buddies,778000.0,188200000.0,188978000.0
1522,The Grand Budapest Hotel,59300000.0,115500000.0,174800000.0
1523,Dumb and Dumber To,86200000.0,83600000.0,169800000.0
1524,Unbroken,115600000.0,47800000.0,163400000.0
1525,Into The Storm,47600000.0,114100000.0,161700000.0
1526,The Monuments Men,78000000.0,77000000.0,155000000.0
1527,Ride Along,134900000.0,19500000.0,154400000.0
1528,Planes: Fire & Rescue,59200000.0,92200000.0,151400000.0
1529,Let's Be Cops,82400000.0,55800000.0,138200000.0
1530,Jack Ryan: Shadow Recruit,50600000.0,84900000.0,135500000.0
1531,Annie (2014),85900000.0,47900000.0,133800000.0
1532,Blended,46300000.0,81700000.0,128000000.0
1533,Sex Tape,38500000.0,87500000.0,126000000.0
1534,The Theory of Everything,35900000.0,87800000.0,123700000.0
1535,The Nut Job,64300000.0,56600000.0,120900000.0
1536,The Wind Rises,5200000.0,112700000.0,117900000.0
1537,Pompeii,23200000.0,94600000.0,117800000.0
1538,The Admiral: Roaring Currents,2600000.0,109600000.0,112200000.0
1539,The Purge: Anarchy,72000000.0,40000000.0,112000000.0
1540,The Boxtrolls,50800000.0,58400000.0,109200000.0
1541,Horrible Bosses 2,54400000.0,53200000.0,107600000.0
1542,Ouija,50900000.0,52700000.0,103600000.0
1543,Birdman,42300000.0,60900000.0,103200000.0
1544,Transcendence,23000000.0,80000000.0,103000000.0
1545,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",67000000.0,34400000.0,101400000.0
1546,Heaven is for Real,91400000.0,9900000.0,101300000.0
1547,Tammy,84500000.0,16000000.0,100500000.0
1548,P.K.,10600000.0,89800000.0,100400000.0
1549,The Book of Life (2014),50200000.0,49600000.0,99800000.0
1550,Paranormal Activity: The Marked Ones,32500000.0,58400000.0,90900000.0
1551,The Hundred-Foot Journey,54200000.0,34600000.0,88800000.0
1552,John Wick,43000000.0,45700000.0,88700000.0
1553,Deliver Us From Evil,30600000.0,57400000.0,88000000.0
1554,A Million Ways to Die in the West,43100000.0,44100000.0,87200000.0
1555,Snowpiercer,4600000.0,82200000.0,86800000.0
1556,Step Up All In,14900000.0,71300000.0,86200000.0
1557,The Judge,47100000.0,37300000.0,84400000.0
1558,Muppets Most Wanted,51200000.0,29200000.0,80400000.0
1559,If I Stay,50500000.0,28400000.0,78900000.0
1560,"I, Frankenstein",19100000.0,52100000.0,71200000.0
1561,The Attorney,557000.0,70000000.0,70557000.0
1562,Think Like a Man Too,65200000.0,5000000.0,70200000.0
1563,Brick Mansions,20400000.0,48500000.0,68900000.0
1564,Stalingrad (2014),1000000.0,67099999.0,68099999.0
1565,Son of God,59700000.0,8100000.0,67800000.0
1566,Jersey Boys,47000000.0,20600000.0,67600000.0
1567,The Giver,45100000.0,21900000.0,67000000.0
1568,Selma,52100000.0,14700000.0,66800000.0
1569,God's Not Dead,60800000.0,3900000.0,64700000.0
1570,Thunder and the House of Magic!,4100.0,64200000.0,64204100.0
1571,Begin Again,16200000.0,47300000.0,63500000.0
1572,The Legend of Hercules,18800000.0,42400000.0,61200000.0
1573,Evangelion: 3.0 You Can (Not) Redo,175000.0,60300000.0,60475000.0
1574,Dolphin Tale 2,42000000.0,15800000.0,57800000.0
1575,St. Vincent,44100000.0,10700000.0,54800000.0
1576,No Good Deed (2014),52500000.0,1800000.0,54300000.0
1577,A Walk Among the Tombstones,26300000.0,26900000.0,53200000.0
1578,3 Days to Kill,30700000.0,21900000.0,52600000.0
1579,Wild (2014),37900000.0,14600000.0,52500000.0
1580,Magic in the Moonlight,10500000.0,40500000.0,51000000.0
1581,Dragon Ball Z: Battle of Gods,2600000.0,47800000.0,50400000.0
1582,About Last Night (2014),48600000.0,365000.0,48965000.0
1583,Whiplash,13100000.0,35900000.0,49000000.0
1584,Chef,31400000.0,14500000.0,45900000.0
1585,Earth to Echo,38900000.0,6400000.0,45300000.0
1586,Boyhood,25400000.0,19100000.0,44500000.0
1587,Oculus,27700000.0,16300000.0,44000000.0
1588,Bang Bang,2500000.0,39500000.0,42000000.0
1589,As Above/So Below,21300000.0,20600000.0,41900000.0
1590,This is Where I Leave You,34300000.0,7000000.0,41300000.0
1591,That Awkward Moment,26100000.0,14400000.0,40500000.0
1592,Frank Miller's Sin City: A Dame to Kill For,13800000.0,25600000.0,39400000.0
1593,The Gambler,33700000.0,5600000.0,39300000.0
1594,Million Dollar Arm,36500000.0,2800000.0,39300000.0
1595,Nightcrawler,32400000.0,6300000.0,38700000.0
1596,Devil's Due,15800000.0,21100000.0,36900000.0
1597,A Most Wanted Man,17200000.0,19000000.0,36200000.0
1598,The Best of Me,26800000.0,9200000.0,36000000.0
1599,Endless Love (2014),23400000.0,11300000.0,34700000.0
1600,Get On Up,30700000.0,2700000.0,33400000.0
1601,The November Man,25000000.0,7500000.0,32500000.0
1602,The Pirates,416000.0,32100000.0,32516000.0
1603,Winter's Tale,12600000.0,18500000.0,31100000.0
1605,Draft Day,28800000.0,620000.0,29420000.0
1606,Big Eyes,14500000.0,14800000.0,29300000.0
1607,The Divine Move,137000.0,27800000.0,27937000.0
1608,Top Five,25300000.0,800000.0,26100000.0
1609,Iceman (2014),7700.0,26000000.0,26007700.0
1610,And So It Goes,15200000.0,10200000.0,25400000.0
1611,On the Other Side of the Tracks,9600.0,25100000.0,25109600.0
1612,The Players,10900.0,24600000.0,24610900.0
1613,The Tale of The Princess Kaguya,703000.0,23500000.0,24203000.0
1614,A Haunted House 2,17300000.0,6600000.0,23900000.0
1615,The Railway Man,4400000.0,17900000.0,22300000.0
1616,Mr. Turner,4000000.0,18200000.0,22200000.0
1617,The Suspect (2014),219000.0,21400000.0,21619000.0
1618,Bears,17800000.0,3500000.0,21300000.0
1619,Yves Saint Laurent,724000.0,20300000.0,21024000.0
1620,Labor Day,13400000.0,6900000.0,20300000.0
1621,"Like Father, Like Son (2014)",335000.0,19600000.0,19935000.0
1622,Left Behind (2014),14000000.0,5700000.0,19700000.0
1623,Legends of Oz: Dorothy's Return,8500000.0,10200000.0,18700000.0
1624,The Drop,10700000.0,7900000.0,18600000.0
1625,The Quiet Ones,8500000.0,9300000.0,17800000.0
1626,Sabotage (2014),10500000.0,7000000.0,17500000.0
1628,Road to Ninja - Naruto the Movie,43200.0,17300000.0,17343200.0
1629,Calvary,3600000.0,13300000.0,16900000.0
1630,The Pyramid,2800000.0,14100000.0,16900000.0
1631,Tyler Perry's The Single Moms Club,16000000.0,364000.0,16364000.0
1632,Beyond Outrage,3900.0,16200000.0,16203900.0
1633,Before I Go To Sleep,3200000.0,12200000.0,15400000.0
1634,Vampire Academy,7800000.0,7600000.0,15400000.0
1635,Inherent Vice,8100000.0,6600000.0,14700000.0
1636,Island of Lemurs: Madagascar (IMAX),11300000.0,2800000.0,14100000.0
1637,The Two Faces of January,507000.0,13000000.0,13507000.0
1638,Fading Gigolo,3800000.0,9600000.0,13400000.0
1640,A Most Violent Year,5700000.0,6300000.0,12000000.0
1641,The Interview (2014),6100000.0,5200000.0,11300000.0
1642,One Chance,101000.0,10800000.0,10901000.0
1643,Bicycling with Moliere,59900.0,10700000.0,10759900.0
1645,Wetlands,59500.0,10500000.0,10559500.0
1647,The Babadook,964000.0,9300000.0,10264000.0
1648,Nymphomaniac: Volume I,786000.0,9500000.0,10286000.0
1649,Gladiators of Rome,8200.0,10100000.0,10108200.0
1650,Mood Indigo,303000.0,9500000.0,9803000.0
1651,Alan Partridge: The Movie,153000.0,9600000.0,9753000.0
1652,Venus in Fur,374000.0,8000000.0,8374000.0
1653,Filth,34400.0,8300000.0,8334400.0
1654,What If (2014),3500000.0,4400000.0,7900000.0
1655,Finding Fanny,616000.0,7100000.0,7716000.0
1656,Pride (2014),1400000.0,6100000.0,7500000.0
1657,Chinese Puzzle,339000.0,7100000.0,7439000.0
1658,A Long Way Down,13300.0,7200000.0,7213300.0
1660,"Two Days, One Night",1400000.0,5400000.0,6800000.0
1661,A Letter to Momo,71700.0,6700000.0,6771700.0
1663,Le Chef,343000.0,5900000.0,6243000.0
1664,Mas Negro Que La Noche,870000.0,5200000.0,6070000.0
1665,French Gigolo (Cliente),3000.0,6000000.0,6003000.0
1666,The Trip to Italy,2900000.0,3000000.0,5900000.0
1667,The Immigrant,2000000.0,3800000.0,5800000.0
1668,Wish I Was Here,3600000.0,1900000.0,5500000.0
1669,Under the Skin (2014),2600000.0,2800000.0,5400000.0
1671,The French Minister,12000.0,5100000.0,5112000.0
1672,Ernest & Celestine,262000.0,4800000.0,5062000.0
1673,Tracks (2014),510000.0,4400000.0,4910000.0
1674,The Love Punch,267000.0,4500000.0,4767000.0
1678,Diplomacy,231000.0,3700000.0,3931000.0
1679,Horns,174000.0,3700000.0,3874000.0
1682,Ragnarok,1400.0,3700000.0,3701400.0
1683,Veronica Mars,3300000.0,195000.0,3495000.0
1687,Enemy,1000000.0,2400000.0,3400000.0
1688,Words and Pictures,2200000.0,1200000.0,3400000.0
1689,The Protector 2,2500.0,3300000.0,3302500.0
1690,The Rover,1100000.0,2100000.0,3200000.0
1691,The Mystery of Happiness,8500.0,3200000.0,3208500.0
1694,The German Doctor,418000.0,2600000.0,3018000.0
1695,Citizenfour,2800000.0,202000.0,3002000.0
1696,A Coffee in Berlin,150000.0,2600000.0,2750000.0
1699,Living is Easy with Eyes Closed,11600.0,2600000.0,2611600.0
1700,A Five Star Life,307000.0,2200000.0,2507000.0
1704,Blood Ties (2014),42500.0,2400000.0,2442500.0
1705,The Guest (2014),333000.0,2000000.0,2333000.0
1706,Life of Riley,11600.0,2300000.0,2311600.0
1709,Marius,9800.0,2200000.0,2209800.0
1710,"Men, Women & Children",706000.0,1500000.0,2206000.0
1712,Nymphomaniac: Volume II,327000.0,1900000.0,2227000.0
1715,"20,000 Days on Earth",280000.0,1800000.0,2080000.0
1721,Make Your Move,125000.0,1300000.0,1425000.0
1722,Bright Days Ahead,21800.0,1400000.0,1421800.0
1725,Postman Pat: The Movie,1500.0,1300000.0,1301500.0
1726,Just a Sigh,75500.0,1200000.0,1275500.0
1728,For a Woman,32299.0,1200000.0,1232299.0
1730,Why Don't You Play in Hell,28500.0,1200000.0,1228500.0
1732,The Way He Looks,101000.0,1100000.0,1201000.0
1733,Ilo Ilo,56800.0,1100000.0,1156800.0
1738,Jackpot,800.0,1100000.0,1100800.0
1742,Borgman,57500.0,952000.0,1009500.0
1743,The Disappearance of Eleanor Rigby,588000.0,397000.0,985000.0
1747,Age of Uprising: The Legend of Michael Kohlhaas (U.S. only),3300.0,797000.0,800300.0
1748,The Zero Theorem,258000.0,513000.0,771000.0
1761,Archipelago,7800.0,492000.0,499800.0
1763,The Congress,138000.0,318000.0,456000.0
1765,Bjork - Biophilia Live,128000.0,306000.0,434000.0
1776,The Last Sentence,62500.0,265000.0,327500.0
1780,7 Boxes,38100.0,267000.0,305100.0
1792,Gabrielle (2014),5500.0,222000.0,227500.0
1800,Unrelated,4500.0,154000.0,158500.0
1802,May in the Summer,22000.0,112000.0,134000.0
1805,Life's a Breeze,3500.0,99700.0,103200.0
1835,Policeman,11300.0,27000.0,38300.0
1872,Star Wars: The Force Awakens,936700000.0,1131.6,936701131.6
1873,Jurassic World,652300000.0,1019.4,652301019.4
1874,Furious 7,353000000.0,1163.0,353001163.0
1875,Avengers: Age of Ultron,459000000.0,946400000.0,1405400000.0
1876,Minions,336000000.0,823400000.0,1159400000.0
1877,Spectre,200100000.0,680600000.0,880700000.0
1878,Inside Out,356500000.0,501100000.0,857600000.0
1879,Mission: Impossible - Rogue Nation,195000000.0,487700000.0,682700000.0
1880,The Hunger Games: Mockingjay - Part 2,281700000.0,371700000.0,653400000.0
1881,The Martian,228400000.0,401700000.0,630100000.0
1882,Fifty Shades of Grey,166200000.0,404800000.0,571000000.0
1883,Cinderella (2015),201200000.0,342400000.0,543600000.0
1884,The Revenant,183600000.0,349300000.0,532900000.0
1885,Ant-Man,180200000.0,339100000.0,519300000.0
1886,Hotel Transylvania 2,169700000.0,305100000.0,474800000.0
1887,San Andreas,155200000.0,318800000.0,474000000.0
1888,Terminator: Genisys,89800000.0,350800000.0,440600000.0
1889,Kingsman: The Secret Service,128300000.0,286100000.0,414400000.0
1890,Home (2015),177400000.0,208600000.0,386000000.0
1891,Mad Max: Fury Road,153600000.0,224800000.0,378400000.0
1892,The Good Dinosaur,123100000.0,209100000.0,332200000.0
1893,Taken 3,89300000.0,237200000.0,326500000.0
1894,The SpongeBob Movie: Sponge Out of Water,163000000.0,162200000.0,325200000.0
1895,Maze Runner: The Scorch Trials,81700000.0,230600000.0,312300000.0
1896,The Divergent Series: Insurgent,130199999.0,167100000.0,297299999.0
1897,Pitch Perfect 2,184300000.0,103200000.0,287500000.0
1898,Paddington,76300000.0,191800000.0,268100000.0
1899,Mojin: The Lost Legend,1200000.0,258100000.0,259300000.0
1900,Lost in Hong Kong,1300000.0,255000000.0,256300000.0
1901,The Peanuts Movie,130199999.0,116100000.0,246299999.0
1902,Pixels,78700000.0,166100000.0,244800000.0
1903,Daddy's Home,150400000.0,92400000.0,242800000.0
1904,Spy,110800000.0,124800000.0,235600000.0
1905,Alvin and the Chipmunks: The Road Chip,85900000.0,148900000.0,234800000.0
1906,Goodbye Mr. Loser,1300000.0,226800000.0,228100000.0
1907,Ted 2,81500000.0,135200000.0,216700000.0
1908,Tomorrowland,93400000.0,115700000.0,209100000.0
1909,Everest (2015),43500000.0,159900000.0,203400000.0
1910,Straight Outta Compton,161200000.0,40400000.0,201600000.0
1911,The Intern,75800000.0,118800000.0,194600000.0
1912,Jupiter Ascending,47400000.0,136600000.0,184000000.0
1913,Creed,109800000.0,63800000.0,173600000.0
1914,Fantastic Four,56100000.0,111900000.0,168000000.0
1915,Bridge of Spies,72300000.0,93200000.0,165500000.0
1916,Focus (2015),53900000.0,105200000.0,159100000.0
1917,The Hateful Eight,54100000.0,101600000.0,155700000.0
1918,Goosebumps,80100000.0,70100000.0,150200000.0
1919,The Last Witch Hunter,27400000.0,119600000.0,147000000.0
1920,The Taking of Tiger Mountain,229000.0,141400000.0,141629000.0
1921,Trainwreck,110200000.0,30600000.0,140800000.0
1922,Mr. Six,1400000.0,137800000.0,139200000.0
1923,Point Break (2015),28800000.0,104900000.0,133700000.0
1924,The Big Short,70300000.0,63200000.0,133500000.0
1925,Pan,35100000.0,93300000.0,128400000.0
1926,Wolf Totem,211000.0,125600000.0,125811000.0
1927,Magic Mike XXL,66000000.0,56500000.0,122500000.0
1928,Dragon Blade,74100.0,121500000.0,121574100.0
1929,Seventh Son,17200000.0,97000000.0,114200000.0
1930,Insidious Chapter 3,52200000.0,60800000.0,113000000.0
1931,Get Hard,90400000.0,21400000.0,111800000.0
1932,The Man From U.N.C.L.E.,45400000.0,64400000.0,109800000.0
1933,Paul Blart: Mall Cop 2,71000000.0,36600000.0,107600000.0
1934,Shaun the Sheep Movie,19400000.0,86800000.0,106200000.0
1935,Sisters,87000000.0,18000000.0,105000000.0
1936,Vacation,58900000.0,46000000.0,104900000.0
1937,Chappie,31600000.0,70500000.0,102100000.0
1938,Joy,56500000.0,44700000.0,101200000.0
1939,Black Mass,62600000.0,37200000.0,99800000.0
1940,Devil and Angel (E Gun Tian Shi),131000.0,98500000.0,98631000.0
1941,The Visit,65200000.0,33200000.0,98400000.0
1942,Spotlight,45100000.0,53200000.0,98300000.0
1943,Poltergeist (2015),47400000.0,48000000.0,95400000.0
1944,In the Heart of the Sea,25000000.0,68900000.0,93900000.0
1945,Southpaw,52400000.0,39500000.0,91900000.0
1946,The Second Best Exotic Marigold Hotel,33100000.0,52900000.0,86000000.0
1947,Paper Towns,32000000.0,53500000.0,85500000.0
1948,Sicario,46900000.0,38000000.0,84900000.0
1949,Hitman: Agent 47,22500000.0,59900000.0,82400000.0
1950,The Wedding Ringer,64500000.0,15300000.0,79800000.0
1951,Paranormal Activity: The Ghost Dimension,18300000.0,60600000.0,78900000.0
1952,Crimson Peak,31100000.0,43600000.0,74700000.0
1953,The Transporter Refueled,16000000.0,56600000.0,72600000.0
1954,Run All Night,26500000.0,45200000.0,71700000.0
1956,The Age of Adaline,42600000.0,23000000.0,65600000.0
1957,The Danish Girl,11100000.0,53100000.0,64200000.0
1958,Unfriended,32500000.0,31600000.0,64100000.0
1959,The Longest Ride,37400000.0,25500000.0,62900000.0
1960,Brooklyn,38300000.0,23800000.0,62100000.0
1961,Dragon Ball Z: Resurrection 'F',8000000.0,53800000.0,61800000.0
1962,Woman in Gold,33299999.0,28300000.0,61599999.0
1963,Krampus,42700000.0,18800000.0,61500000.0
1964,The Walk,10100000.0,51000000.0,61100000.0
1965,The Perfect Guy,57000000.0,3200000.0,60200000.0
1966,The Gift (2015),43800000.0,15200000.0,59000000.0
1967,No Escape,27300000.0,27100000.0,54400000.0
1968,Sinister 2,27700000.0,25100000.0,52800000.0
1969,Prem Ratan Dhan Payo,4400000.0,48200000.0,52600000.0
1970,The Boy Next Door,35400000.0,17000000.0,52400000.0
1971,The Night Before,43000000.0,9300000.0,52300000.0
1972,Hot Pursuit,34600000.0,17100000.0,51700000.0
1973,The 100-Year Old Man Who Climbed Out the Window and Disappeared,944000.0,50200000.0,51144000.0
1974,The Himalayas,697000.0,49800000.0,50497000.0
1976,Entourage,32400000.0,16900000.0,49300000.0
1977,The Woman in Black 2: Angel of Death,26500000.0,22400000.0,48900000.0
1978,Concussion (2015),34500000.0,14100000.0,48600000.0
1979,Mortdecai,7700000.0,39600000.0,47300000.0
1980,Coming Home (2015),378000.0,46400000.0,46778000.0
1981,"McFarland, USA",44500000.0,1200000.0,45700000.0
1982,Max (2015),42700000.0,1300000.0,44000000.0
1983,Still Alice,18800000.0,25100000.0,43900000.0
1984,The DUFF,34000000.0,9500000.0,43500000.0
1985,Legend,1900000.0,41100000.0,43000000.0
1986,The Gallows,22800000.0,20200000.0,43000000.0
1987,Love the Coopers,26300000.0,16100000.0,42400000.0
1988,The Lady in the Van,10000000.0,31400000.0,41400000.0
1989,Ricki and the Flash,26800000.0,14500000.0,41300000.0
1990,Carol,12700000.0,27600000.0,40300000.0
1991,The Lazarus Effect,25800000.0,12600000.0,38400000.0
1992,The Water Diviner,4200000.0,34000000.0,38200000.0
1993,A Walk in the Woods,29500000.0,8000000.0,37500000.0
1994,Ex Machina,25400000.0,11400000.0,36800000.0
1995,Burnt,13700000.0,23000000.0,36700000.0
1996,Room,14700000.0,20700000.0,35400000.0
1997,The Secret in their Eyes (2015),20200000.0,14700000.0,34900000.0
1998,Steve Jobs,17800000.0,16700000.0,34500000.0
1999,Victor Frankenstein,5800000.0,28500000.0,34300000.0
2000,Project Almanac,22300000.0,10900000.0,33200000.0
2001,Self/Less,12300000.0,18200000.0,30500000.0
2002,Far from the Madding Crowd,12200000.0,18000000.0,30200000.0
2003,Mr. Holmes,17700000.0,11600000.0,29300000.0
2004,Love & Mercy,12600000.0,16100000.0,28700000.0
2005,Irrational Man,4000000.0,23400000.0,27400000.0
2006,American Ultra,14400000.0,12700000.0,27100000.0
2007,Wild Tales,3100000.0,23900000.0,27000000.0
2008,Aloha,21100000.0,5200000.0,26300000.0
2009,"Love, Rosie",20400.0,25600000.0,25620400.0
2010,The 33,12200000.0,12700000.0,24900000.0
2011,Capture the Flag,6700.0,24600000.0,24606700.0
2012,The Gunman,10700000.0,13500000.0,24200000.0
2013,Go Away Mr. Tumor,287000.0,21500000.0,21787000.0
2015,Blackhat,8000000.0,11600000.0,19600000.0
2016,Dope,17500000.0,480000.0,17980000.0
2017,Brothers: Blood Against Blood,614000.0,17200000.0,17814000.0
2018,While We're Young,7600000.0,9700000.0,17300000.0
2019,Monkey Kingdom,16399999.0,711000.0,17110999.0
2020,Macbeth (2015),1100000.0,15200000.0,16300000.0
2021,Scouts Guide to the Zombie Apocalypse,3700000.0,12400000.0,16100000.0
2022,Suffragette,4700000.0,11300000.0,16000000.0
2024,Unfinished Business,10200000.0,4200000.0,14400000.0
2025,Do You Believe?,13000000.0,1400000.0,14400000.0
2027,Strange Magic,12400000.0,1200000.0,13600000.0
2028,Hot Tub Time Machine 2,12300000.0,767000.0,13067000.0
2029,Child 44,1200000.0,11700000.0,12900000.0
2030,We Are Your Friends,3600000.0,7500000.0,11100000.0
2031,Danny Collins,5600000.0,5200000.0,10800000.0
2032,Kung Fu Killer,130000.0,10000000.0,10130000.0
2033,A Little Chaos,558000.0,9500000.0,10058000.0
2034,The Loft,6000000.0,4099999.0,10099999.0
2035,The Young & Prodigious T.S. Spivet,174000.0,9300000.0,9474000.0
2036,Shanghai,46400.0,9200000.0,9246400.0
2038,Me and Earl and the Dying Girl,6800000.0,2300000.0,9100000.0
2040,Shaandaar,522000.0,7800000.0,8322000.0
2041,Trumbo (2015),7900000.0,378000.0,8278000.0
2045,Grandma (2015),7000000.0,107000.0,7107000.0
2050,What We Do in the Shadows,3500000.0,2800000.0,6300000.0
2051,Anomalisa,3800000.0,1900000.0,5700000.0
2052,Pawn Sacrifice,2400000.0,3100000.0,5500000.0
2053,Serena,176000.0,4900000.0,5076000.0
2054,Mr. X,45000.0,5000000.0,5045000.0
2056,Back to the Future Day,1700000.0,3200000.0,4900000.0
2057,Trash,17500.0,4800000.0,4817500.0
2059,"Buen Dia, Ramon",154000.0,4500000.0,4654000.0
2060,Hamari Adhuri Kahani,235000.0,4200000.0,4435000.0
2062,Escobar: Paradise Lost,196000.0,3600000.0,3796000.0
2065,By the Sea,538000.0,2800000.0,3338000.0
2066,Sleeping with Other People,819000.0,2400000.0,3219000.0
2068,Jimmy's Hall,561000.0,2600000.0,3161000.0
